fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.894,1.038,0.05,2.206,0.084,13.102,28.666,0.996,3.219,0.55,9.9,6
8.401,0.748,0.108,1.912,0.09,15.99,62.968,0.996,3.191,0.817,9.607,5
8.286,0.714,0.15,1.799,0.089,10.02,52.468,0.997,3.23,0.771,9.498,5
7.185,0.416,0.357,1.998,0.081,12.906,45.373,0.997,3.482,0.638,9.202,5
7.8,0.561,0.191,2.121,0.081,14.882,105.838,0.996,3.331,0.536,9.494,5
7.787,0.56,0.19,1.994,0.081,16.979,108.379,0.996,3.32,0.538,9.499,5
8.405,0.747,0.11,1.88,0.09,16.189,63.332,0.996,3.189,0.821,9.612,5
8.318,0.714,0.146,1.809,0.089,10.175,51.876,0.997,3.232,0.77,9.47,5
5.195,0.339,-0.0,1.798,0.05,26.933,62.756,0.992,3.677,0.789,14.0,6
6.31,0.391,0.08,1.692,0.066,2.853,20.26,0.995,3.339,0.58,9.39,5
5.198,0.341,-0.0,1.802,0.05,27.141,63.289,0.992,3.68,0.788,13.987,6
8.106,0.671,0.552,1.772,0.117,32.238,140.786,0.997,3.169,0.618,9.393,5
5.809,0.681,0.019,1.823,0.086,21.011,93.525,0.994,3.541,0.519,10.01,5
7.588,0.489,0.26,1.59,0.236,9.94,87.81,0.997,3.112,0.801,9.28,5
6.9,0.49,0.1,2.312,0.074,12.045,29.671,0.996,3.42,0.58,10.189,6
8.206,0.401,0.44,2.799,0.089,11.08,42.698,0.998,3.53,0.609,10.504,6
7.318,0.332,0.468,2.11,0.077,5.11,10.676,0.996,3.328,0.53,10.304,6
9.261,0.519,0.999,3.391,0.61,31.965,68.788,1.0,2.741,1.998,9.419,4
7.53,0.602,0.031,1.762,0.095,25.098,99.111,0.995,3.35,0.541,10.091,5
7.506,0.6,0.029,1.787,0.095,24.977,99.167,0.995,3.351,0.537,10.091,5
7.054,0.429,0.422,5.489,0.069,28.961,129.118,0.997,3.422,0.719,10.493,5
7.101,0.431,0.421,5.482,0.07,27.97,127.9,0.997,3.421,0.709,10.503,5
7.096,0.427,0.419,5.472,0.07,28.814,128.773,0.997,3.419,0.721,10.508,5
7.07,0.432,0.419,5.482,0.071,28.076,128.265,0.997,3.421,0.708,10.504,5
7.126,0.679,0.001,2.212,0.073,11.96,22.509,0.997,3.48,0.497,9.298,5
6.818,0.598,0.177,1.882,0.079,17.895,86.665,0.997,3.593,0.57,9.276,6
7.593,0.948,0.029,2.006,0.089,7.093,19.833,0.996,3.2,0.564,9.602,5
7.61,0.678,0.021,1.289,0.072,9.023,20.428,0.996,3.169,1.08,9.208,4
7.802,0.528,0.041,1.702,0.076,17.101,31.289,0.996,3.329,0.559,9.996,6
7.382,0.602,0.259,7.296,0.07,35.872,120.992,0.998,3.369,0.49,9.379,5
7.317,0.593,0.26,7.182,0.07,35.077,121.502,0.998,3.372,0.491,9.4,5
7.786,0.628,0.48,1.698,0.1,14.03,96.374,0.996,3.188,0.618,9.502,5
6.789,0.638,0.095,2.101,0.085,18.022,101.147,0.996,3.339,0.518,10.198,5
7.296,0.551,0.031,1.611,0.073,17.044,41.617,0.996,3.368,0.481,8.989,4
6.769,0.629,0.072,2.097,0.089,10.977,43.87,0.995,3.469,0.551,10.402,6
7.498,0.706,0.243,1.829,0.36,14.864,62.757,0.996,3.001,1.59,9.499,5
7.877,0.885,0.032,1.774,0.058,4.018,7.734,0.997,3.36,0.332,9.098,4
8.027,0.42,0.169,1.996,0.073,5.772,17.536,0.997,3.289,0.609,9.204,6
7.991,0.416,0.171,2.016,0.073,6.187,17.731,0.997,3.289,0.61,9.191,6
7.404,0.62,0.047,1.894,0.068,23.993,41.896,0.996,3.416,0.57,11.481,6
7.32,0.378,0.212,1.994,0.081,7.09,34.647,0.996,3.328,0.47,9.504,5
6.907,0.499,0.043,1.496,0.084,19.032,49.51,0.996,3.353,0.782,9.512,5
7.325,0.381,0.212,1.984,0.081,6.936,35.424,0.996,3.33,0.472,9.5,5
7.475,0.518,0.418,2.29,0.087,8.034,37.766,0.997,3.581,0.611,10.502,6
7.018,0.806,-0.002,2.514,0.068,7.092,19.629,0.997,3.486,0.561,9.595,5
8.785,0.612,0.14,2.378,0.067,10.034,42.102,0.997,3.189,0.592,9.5,5
8.81,0.609,0.136,2.403,0.067,9.976,41.316,0.997,3.19,0.591,9.498,5
8.916,0.612,0.489,2.002,0.27,23.006,110.406,0.997,3.12,1.02,9.288,5
7.23,0.733,0.022,2.497,0.077,15.993,41.774,0.997,3.442,0.524,9.299,5
6.817,0.608,0.199,1.782,0.077,10.863,64.861,0.997,3.537,0.581,9.297,5
6.683,0.619,0.211,1.901,0.079,8.0,62.066,0.997,3.519,0.579,9.282,6
8.874,0.313,0.572,2.011,0.111,26.136,84.777,0.997,3.261,0.528,9.676,5
7.388,0.391,0.479,2.0,0.082,13.8,67.269,0.997,3.34,0.553,9.203,5
7.68,0.708,0.099,2.594,0.084,8.962,26.238,0.998,3.39,0.492,9.701,5
7.93,0.498,0.33,2.023,0.084,15.044,142.529,0.997,3.197,0.552,9.489,5
7.892,0.489,0.32,1.885,0.082,17.067,144.052,0.997,3.2,0.551,9.511,5
8.22,0.5,0.347,2.883,0.077,20.889,126.396,0.998,3.229,0.621,9.379,5
6.432,0.369,0.248,1.912,0.074,20.816,49.061,0.997,3.573,0.618,9.795,6
6.838,0.629,0.12,3.829,0.099,16.208,125.829,0.997,3.28,0.611,9.517,5
7.604,0.549,0.209,2.213,0.071,6.815,27.589,0.996,3.277,0.55,9.71,5
7.597,0.55,0.21,2.204,0.071,6.866,28.183,0.996,3.28,0.55,9.691,5
7.786,0.589,0.332,1.976,0.074,23.994,119.384,0.997,3.25,0.539,9.397,5
7.317,0.578,0.302,2.394,0.074,14.809,55.223,0.997,3.46,0.588,10.194,5
11.511,0.298,0.599,2.01,0.067,12.037,26.83,0.998,3.108,0.97,10.106,6
5.356,0.836,0.077,1.172,0.046,13.0,92.51,0.992,3.57,0.848,12.996,7
6.907,1.092,0.06,2.113,0.061,11.862,30.167,0.995,3.506,0.431,11.414,4
9.6,0.319,0.468,1.41,0.056,8.762,23.988,0.997,3.219,0.82,10.301,7
8.83,0.367,0.48,2.084,0.097,39.083,144.742,0.998,3.039,1.03,9.311,5
6.78,0.499,0.107,1.522,0.076,15.953,48.896,0.996,3.365,0.791,9.498,5
7.001,0.419,0.35,1.596,0.088,16.032,38.922,0.996,3.339,0.55,9.203,5
7.003,0.432,0.36,1.624,0.089,14.0,37.012,0.996,3.339,0.563,9.21,6
12.803,0.3,0.741,2.585,0.095,8.913,28.375,0.999,3.198,0.771,10.828,7
12.804,0.299,0.741,2.573,0.096,9.048,28.384,0.999,3.2,0.771,10.791,7
7.788,0.572,0.307,1.792,0.069,26.068,119.452,0.996,3.292,0.533,9.293,5
7.762,0.439,0.277,2.71,0.1,17.929,95.437,0.997,3.218,0.669,9.39,5
11.012,0.302,0.578,2.093,0.054,7.029,18.6,0.998,3.308,0.881,10.5,7
9.734,0.532,0.599,2.01,0.039,4.946,18.884,0.996,3.301,0.861,12.391,6
8.003,0.726,0.24,2.813,0.082,9.984,61.824,0.997,3.35,0.562,9.99,6
11.635,0.437,0.643,2.126,0.06,5.022,15.562,0.998,3.206,0.673,10.184,6
8.216,0.57,0.26,2.21,0.06,28.006,64.656,0.996,3.298,0.431,10.098,5
7.803,0.733,0.081,2.406,0.092,9.954,41.042,0.997,3.242,0.712,9.799,6
6.994,0.49,0.491,5.6,0.061,26.058,121.152,0.997,3.34,0.758,10.499,5
8.709,0.627,0.16,1.997,0.101,13.118,49.026,0.996,3.138,0.572,11.011,5
8.097,0.724,0.224,2.19,0.072,11.031,40.577,0.997,3.361,0.547,9.091,5
7.516,0.49,0.191,1.905,0.075,9.864,43.4,0.996,3.392,0.54,9.701,5
7.82,0.528,0.329,2.395,0.08,24.067,144.275,0.997,3.303,0.602,9.482,5
7.804,0.339,0.372,1.976,0.082,24.223,58.143,0.996,3.342,0.591,9.401,6
7.408,0.53,0.261,1.978,0.1,15.898,71.993,0.996,3.148,0.569,9.382,5
6.802,0.608,0.041,1.508,0.058,4.976,10.03,0.995,3.418,0.602,9.5,5
8.606,0.647,0.245,2.028,0.083,7.917,27.712,0.998,3.279,0.601,9.994,6
8.404,0.637,0.355,1.994,0.089,15.066,55.197,0.998,3.311,0.571,10.406,4
7.714,0.432,0.252,2.614,0.074,28.807,62.608,0.996,3.367,0.578,10.498,6
8.92,0.59,0.5,2.007,0.337,26.921,81.317,0.996,3.042,1.61,9.497,6
8.975,0.822,0.143,2.591,0.089,8.963,23.188,0.998,3.388,0.627,9.785,5
7.687,0.428,0.252,2.622,0.072,28.968,63.112,0.996,3.371,0.579,10.489,6
6.913,0.52,0.248,2.62,0.081,10.004,37.28,0.997,3.46,0.499,11.006,5
5.179,0.476,0.04,1.594,0.054,19.023,105.837,0.993,3.542,0.622,12.173,7
8.006,0.378,0.064,1.793,0.079,12.075,49.549,0.996,3.371,0.519,9.902,6
8.479,0.368,0.199,2.811,0.09,18.038,57.476,0.998,3.339,0.7,9.613,6
6.877,0.519,0.253,2.609,0.081,9.847,36.688,0.997,3.46,0.501,11.0,5
8.199,1.0,0.092,2.296,0.065,6.936,37.56,0.997,3.319,0.552,8.996,6
7.182,0.629,-0.0,1.914,0.096,13.868,38.059,0.997,3.371,0.581,8.983,6
7.228,0.632,-0.004,1.906,0.097,14.095,38.616,0.997,3.367,0.58,8.992,6
7.21,0.646,-0.002,1.876,0.097,14.976,38.628,0.997,3.368,0.582,9.2,6
7.171,0.63,-0.001,1.881,0.097,14.079,37.561,0.997,3.369,0.58,8.998,6
8.192,1.001,0.091,2.312,0.065,7.158,37.019,0.997,3.319,0.548,8.989,6
8.915,0.635,0.371,1.702,0.263,4.807,61.735,0.997,3.001,1.088,9.292,5
12.01,0.379,0.562,2.112,0.093,6.174,24.085,0.999,3.14,0.707,10.889,6
7.696,0.58,0.102,1.794,0.102,27.958,110.037,0.996,3.08,0.491,9.798,6
15.004,0.208,0.435,2.189,0.076,9.991,23.821,1.0,3.069,0.836,9.192,7
14.983,0.212,0.439,2.211,0.073,10.002,23.904,1.0,3.07,0.841,9.212,7
7.283,0.658,0.001,2.002,0.084,5.999,22.952,0.998,3.61,0.962,9.891,6
7.088,0.68,0.07,1.927,0.074,16.143,50.688,0.997,3.379,0.521,9.503,5
8.195,0.597,0.173,2.287,0.072,10.963,72.52,0.996,3.202,0.449,9.3,5
7.696,0.529,0.06,1.708,0.073,8.908,38.371,0.996,3.349,0.478,9.81,6
7.313,0.662,-0.002,1.964,0.084,6.037,22.521,0.998,3.609,0.961,9.923,6
10.82,0.318,0.44,1.594,0.064,15.992,36.96,0.998,3.219,0.777,10.009,6
7.112,0.598,-0.003,1.805,0.074,15.88,34.05,0.997,3.471,0.702,9.892,6
11.099,0.35,0.482,3.097,0.091,4.88,21.283,0.999,3.17,0.532,10.518,5
7.7,0.775,0.419,1.917,0.092,8.034,86.191,0.996,3.228,0.588,9.489,5
7.097,0.6,-0.003,1.799,0.074,16.169,33.845,0.997,3.469,0.697,9.89,6
8.014,0.573,0.23,3.213,0.074,17.05,119.375,0.997,3.258,0.57,9.286,5
9.381,0.34,0.371,2.198,0.074,5.166,12.728,0.998,3.223,0.618,9.216,5
6.597,0.694,-0.0,2.114,0.074,11.866,55.542,0.997,3.491,0.668,9.209,5
7.688,0.411,0.76,1.798,0.611,8.044,44.169,0.997,3.06,1.262,9.408,5
10.008,0.309,0.471,2.606,0.085,14.098,32.965,1.0,3.359,0.802,10.507,7
7.917,0.33,0.228,1.695,0.076,17.952,45.349,0.996,3.292,0.65,9.291,5
7.016,0.976,0.042,1.992,0.087,11.978,67.385,0.996,3.352,0.601,9.411,4
7.978,0.521,0.032,1.728,0.071,10.072,35.481,0.996,3.338,0.571,9.983,5
7.899,0.371,0.233,1.8,0.078,23.137,48.867,0.996,3.278,0.67,9.301,5
12.465,0.56,0.49,2.391,0.065,5.156,27.417,1.0,3.082,0.87,10.904,5
11.818,0.263,0.518,1.792,0.072,6.07,9.93,0.997,3.198,0.72,10.198,7
8.102,0.872,0.001,3.263,0.095,25.929,61.283,1.0,3.6,0.719,9.798,4
7.897,0.349,0.462,3.609,0.078,14.865,37.771,0.997,3.351,0.864,12.799,8
6.884,0.539,0.04,3.002,0.077,7.01,26.708,0.999,3.689,0.913,9.402,6
11.516,0.181,0.51,3.998,0.105,4.133,22.937,1.0,3.28,0.97,10.108,6
7.907,0.545,0.064,3.993,0.087,27.026,60.524,0.996,3.358,0.671,10.72,6
11.5,0.18,0.511,3.998,0.104,3.979,22.924,1.0,3.283,0.969,10.088,6
10.903,0.372,0.582,4.021,0.071,17.018,64.891,0.999,3.221,0.777,10.109,5
8.428,0.713,0.202,2.416,0.075,10.091,38.406,0.997,3.311,0.64,9.388,5
7.506,0.652,0.18,6.988,0.088,27.187,94.229,0.999,3.381,0.772,9.414,5
7.927,0.544,0.063,4.021,0.087,26.978,61.508,0.996,3.358,0.67,10.712,6
6.897,0.54,0.04,2.994,0.077,6.952,27.04,0.999,3.69,0.911,9.406,6
11.477,0.181,0.511,4.012,0.104,4.103,22.895,1.0,3.28,0.97,10.106,6
10.278,0.321,0.449,6.408,0.072,5.079,12.118,0.998,3.229,0.819,12.622,8
8.934,0.402,0.321,5.575,0.087,9.925,47.136,0.999,3.381,0.771,10.516,7
11.366,0.258,0.441,3.601,0.071,6.188,18.982,0.999,3.118,0.82,9.283,6
7.692,0.268,0.676,3.496,0.358,5.076,10.109,0.997,3.249,1.08,9.904,7
7.588,0.52,0.121,3.004,0.067,11.928,53.142,0.997,3.361,0.569,9.108,5
8.894,0.401,0.317,5.606,0.087,10.091,47.31,0.999,3.38,0.768,10.487,7
9.895,0.587,0.069,3.4,0.102,31.974,70.887,1.0,3.31,0.712,9.801,5
9.916,0.59,0.072,3.396,0.102,32.09,71.255,1.0,3.311,0.71,9.796,5
12.01,0.449,0.551,2.009,0.073,24.981,48.319,1.0,3.098,0.76,10.292,6
7.501,0.402,0.121,3.006,0.091,29.029,52.987,0.997,3.37,0.702,10.301,6
8.708,0.519,0.088,2.491,0.09,20.002,48.917,0.998,3.339,0.861,10.598,7
11.624,0.418,0.53,3.3,0.105,32.978,97.444,1.001,3.197,0.951,9.2,5
8.695,0.518,0.092,2.494,0.091,20.021,48.409,0.998,3.339,0.86,10.59,7
11.007,0.202,0.482,2.001,0.341,5.988,18.126,0.998,3.302,0.71,10.499,5
10.389,0.55,0.227,2.696,0.091,18.041,47.992,0.999,3.219,0.641,10.302,6
6.909,0.357,0.247,2.385,0.098,4.952,16.201,0.996,3.412,0.601,10.105,6
13.298,0.34,0.518,3.209,0.094,17.221,52.937,1.001,3.049,0.809,9.491,6
10.816,0.497,0.459,2.515,0.073,5.064,27.219,1.0,3.05,0.64,9.496,5
10.611,0.832,0.37,2.599,0.087,25.96,69.602,0.998,3.159,0.521,9.91,5
7.101,0.628,0.06,1.984,0.082,7.823,28.489,0.999,3.673,0.73,9.601,5
7.212,0.65,0.022,2.284,0.094,4.987,30.997,0.999,3.673,0.8,9.695,5
6.874,0.674,0.058,2.083,0.08,7.96,33.371,0.998,3.682,0.709,9.601,5
7.53,0.527,0.062,2.579,0.085,20.202,43.409,0.996,3.379,0.59,10.707,6
11.102,0.181,0.481,1.506,0.067,6.857,15.393,0.997,3.219,0.638,10.103,6
8.317,0.703,0.121,2.629,0.092,11.814,28.483,0.999,3.512,0.723,9.997,5
7.415,0.669,0.12,1.614,0.186,5.058,20.886,0.996,3.387,0.543,9.507,5
8.417,0.651,0.599,2.086,0.112,12.034,89.761,0.997,3.2,0.518,9.204,5
10.304,0.532,0.48,2.498,0.064,5.783,24.951,1.0,3.121,0.587,9.321,6
7.599,0.619,0.315,2.19,0.082,7.022,53.874,0.997,3.361,0.518,9.394,5
10.293,0.408,0.422,2.405,0.213,6.002,14.008,0.999,3.192,0.618,9.516,6
10.314,0.429,0.439,2.417,0.214,5.032,12.024,0.999,3.19,0.63,9.502,6
7.384,0.291,0.383,1.686,0.062,9.093,29.241,0.997,3.411,0.533,9.485,6
10.296,0.53,0.48,2.498,0.064,6.12,24.694,1.0,3.118,0.589,9.307,6
7.904,0.531,0.24,2.0,0.072,14.84,104.912,0.996,3.271,0.542,9.398,6
9.014,0.461,0.309,2.796,0.093,19.024,96.988,0.998,3.317,0.631,9.486,6
8.586,0.471,0.298,2.999,0.076,29.896,134.92,0.998,3.299,0.53,9.411,5
7.357,0.358,0.292,2.621,0.087,25.781,72.479,0.996,3.391,0.68,11.017,5
7.112,0.35,0.289,2.498,0.096,19.96,53.008,0.996,3.42,0.648,11.0,6
9.603,0.558,0.233,3.392,0.101,37.005,92.277,1.0,3.304,0.652,10.104,5
9.584,0.77,0.116,2.909,0.082,30.12,73.538,0.999,3.301,0.642,10.396,6
9.762,0.657,0.392,3.169,0.083,21.089,59.088,0.999,3.371,0.711,11.508,7
9.576,0.767,0.118,2.894,0.082,30.098,74.06,0.999,3.299,0.641,10.396,6
9.818,0.66,0.392,3.18,0.084,21.1,59.382,0.999,3.373,0.711,11.493,7
9.287,0.614,0.259,3.41,0.09,25.073,86.557,1.0,3.238,0.62,9.71,5
7.824,0.621,0.049,2.3,0.078,6.071,17.355,0.997,3.288,0.631,9.309,5
10.319,0.589,0.418,2.789,0.09,34.92,72.93,0.999,3.279,0.698,9.5,6
10.03,0.491,0.203,10.987,0.072,12.946,49.96,1.002,3.159,0.692,9.213,6
10.003,0.49,0.2,11.009,0.071,12.907,50.053,1.002,3.161,0.69,9.193,6
11.612,0.529,0.659,3.662,0.121,5.951,12.72,0.998,3.05,0.741,11.495,7
10.256,0.442,0.499,4.471,0.107,5.019,12.736,0.998,3.278,0.831,11.51,5
13.418,0.269,0.617,2.608,0.082,5.843,21.359,1.0,3.159,0.671,9.697,6
10.704,0.456,0.389,2.023,0.06,7.135,14.97,0.998,3.18,0.621,9.502,5
10.192,0.362,0.64,2.915,0.122,9.949,41.524,0.998,3.231,0.661,12.487,6
10.227,0.361,0.637,2.919,0.122,9.985,40.515,0.998,3.23,0.66,12.492,6
8.003,0.581,0.276,3.198,0.065,20.852,114.63,0.997,3.222,0.541,9.388,6
8.423,0.559,0.082,2.105,0.105,16.216,44.174,0.996,3.13,0.521,10.984,5
7.882,0.649,0.01,2.483,0.078,16.866,38.025,0.996,3.342,0.74,11.709,7
11.908,0.694,0.53,3.402,0.127,6.952,21.009,0.999,3.17,0.842,12.208,7
8.924,0.431,0.448,1.878,0.052,5.901,15.997,0.995,3.349,0.702,12.507,6
7.789,0.428,0.323,2.8,0.081,28.945,57.678,0.997,3.31,0.642,10.288,5
12.397,0.492,0.58,3.016,0.103,27.983,98.892,1.001,3.161,0.997,11.516,6
12.523,0.28,0.539,2.303,0.083,11.902,28.565,1.0,3.108,1.358,9.794,7
12.211,0.34,0.501,2.387,0.065,10.086,21.207,1.0,3.116,1.181,9.189,6
10.586,0.418,0.482,2.7,0.065,5.096,17.709,0.997,3.212,0.871,11.303,6
10.93,0.388,0.472,1.784,0.118,6.079,13.921,0.998,3.301,0.749,9.791,6
10.895,0.387,0.472,1.796,0.118,6.098,13.758,0.998,3.299,0.749,9.798,6
11.892,0.572,0.5,2.597,0.082,6.04,31.869,1.001,3.121,0.783,10.712,6
6.999,0.684,0.003,1.886,0.068,39.749,62.816,0.998,3.602,0.81,9.897,5
6.576,0.812,0.017,2.693,0.072,16.792,34.076,0.996,3.58,0.888,12.301,7
13.838,0.488,0.668,2.997,0.093,5.852,14.651,0.999,3.018,0.93,11.993,6
9.592,0.558,0.309,2.821,0.089,14.975,45.644,0.998,3.113,0.919,9.999,6
9.111,0.784,-0.001,2.597,0.093,11.19,28.072,0.999,3.357,0.86,9.402,6
10.723,0.671,0.22,2.699,0.108,17.164,33.512,1.0,3.28,0.981,9.899,6
9.109,0.796,0.0,2.609,0.096,10.927,26.071,0.999,3.352,0.832,9.412,6
7.694,0.665,-0.002,2.396,0.09,7.838,19.027,0.997,3.27,0.731,9.312,5
13.487,0.536,0.792,4.784,0.119,22.968,76.805,1.002,3.18,0.772,13.017,5
6.103,0.209,0.398,1.394,0.066,40.63,165.208,0.991,3.249,0.59,11.895,6
6.705,0.749,0.01,2.383,0.078,17.108,32.036,0.996,3.552,0.61,12.797,6
11.515,0.409,0.518,3.022,0.08,29.036,54.689,1.0,3.26,0.878,10.98,5
10.501,0.421,0.662,2.94,0.117,11.916,29.078,0.997,3.237,0.752,11.689,7
11.905,0.427,0.661,3.091,0.109,10.045,22.98,1.0,3.151,0.849,10.389,7
12.6,0.381,0.66,2.602,0.087,9.74,40.741,1.001,3.173,0.68,9.806,6
8.192,0.702,0.229,1.984,0.099,13.992,81.469,0.997,3.19,0.7,9.394,5
8.6,0.452,0.312,2.579,0.086,20.865,50.426,0.998,3.37,0.908,9.9,6
11.914,0.579,0.658,2.494,0.071,5.952,37.375,0.999,3.045,0.561,9.99,5
12.485,0.463,0.632,2.016,0.071,5.979,15.611,0.999,2.99,0.87,10.203,5
12.805,0.615,0.658,5.799,0.083,7.005,41.638,1.002,3.069,0.73,9.994,7
10.004,0.418,0.497,3.384,0.107,6.993,20.501,0.998,3.264,0.929,11.81,6
12.809,0.615,0.66,5.81,0.083,6.858,42.647,1.002,3.069,0.731,10.012,7
10.4,0.578,0.611,2.613,0.076,10.913,23.9,1.0,3.159,0.689,8.989,5
10.29,0.343,0.52,2.829,0.16,14.901,75.246,1.0,3.182,0.639,9.376,5
9.428,0.272,0.53,2.407,0.074,5.988,18.23,0.996,3.197,1.131,11.982,7
6.924,0.766,0.019,2.291,0.064,35.181,63.221,0.998,3.57,0.782,9.887,5
7.885,0.24,0.401,1.604,0.056,10.921,25.184,0.997,3.32,0.869,8.713,6
9.144,0.279,0.482,1.808,0.067,26.151,46.134,0.997,3.319,1.041,10.574,6
7.418,0.551,0.218,2.174,0.106,12.072,72.208,0.996,3.051,0.632,9.194,5
13.978,0.41,0.631,3.811,0.09,6.028,46.502,1.001,3.012,0.809,10.803,6
11.489,0.54,0.712,4.415,0.124,6.176,14.965,0.998,3.011,0.828,11.791,7
11.515,0.456,0.498,3.022,0.078,19.023,46.766,1.0,3.261,1.11,10.998,6
9.415,0.269,0.532,2.4,0.073,5.908,17.99,0.996,3.203,1.131,11.983,7
11.385,0.622,0.657,6.2,0.088,5.988,23.748,0.999,3.11,0.989,13.329,6
8.278,0.421,0.378,2.512,0.094,24.003,60.203,0.998,3.312,0.698,10.79,6
8.301,0.26,0.42,1.966,0.081,11.033,27.626,0.997,3.21,0.797,9.408,6
13.713,0.416,0.683,2.916,0.085,17.054,43.06,1.001,3.062,0.801,10.002,6
8.278,0.256,0.419,2.025,0.079,10.894,27.081,0.997,3.21,0.797,9.385,6
8.296,0.262,0.421,1.98,0.08,11.059,27.024,0.997,3.209,0.799,9.412,6
7.679,0.507,0.278,2.115,0.087,22.807,54.228,0.998,3.417,0.742,9.203,5
7.412,0.629,0.068,2.417,0.09,11.046,36.651,0.998,3.428,0.758,9.71,6
7.8,0.54,0.259,2.007,0.088,23.069,47.826,0.998,3.41,0.741,9.206,6
8.303,0.658,0.145,1.897,0.079,17.024,41.608,0.997,3.307,0.541,9.584,6
7.807,0.459,0.259,1.914,0.088,22.808,52.801,0.998,3.433,0.74,9.199,6
9.588,0.379,0.31,2.536,0.095,15.809,49.271,0.998,3.19,0.698,9.978,7
5.59,0.848,0.048,1.385,0.046,11.757,88.024,0.992,3.559,0.823,12.906,8
13.748,0.416,0.683,2.91,0.085,16.94,42.66,1.001,3.059,0.799,9.98,6
9.515,0.372,0.521,1.998,0.082,6.057,25.903,0.998,3.18,0.511,9.505,5
8.41,0.662,0.611,1.984,0.112,12.917,94.544,0.997,3.158,0.539,9.1,5
12.684,0.602,0.649,2.29,0.063,5.862,25.347,1.0,3.03,0.572,9.895,5
11.998,0.371,0.759,4.201,0.066,6.91,38.044,1.0,3.22,0.599,12.994,7
6.605,0.734,0.018,7.904,0.122,67.952,124.521,0.999,3.47,0.531,9.906,5
11.486,0.589,0.589,2.586,0.088,13.195,48.234,0.999,3.18,0.651,11.006,6
11.483,0.592,0.587,2.597,0.088,13.158,49.413,0.999,3.182,0.651,10.995,6
8.694,0.766,0.222,2.302,0.064,8.95,41.859,0.996,3.1,0.55,9.412,5
6.598,0.734,0.019,7.889,0.122,67.887,124.077,0.999,3.471,0.529,9.922,5
7.673,0.258,0.298,1.711,0.06,19.882,38.46,0.995,3.292,0.468,10.801,6
12.211,0.479,0.536,2.586,0.085,18.878,64.507,1.0,3.1,0.609,10.499,6
11.432,0.6,0.492,2.679,0.086,10.003,40.942,0.999,3.151,0.63,10.501,6
7.712,0.691,0.051,2.684,0.075,14.839,26.952,0.997,3.262,0.609,9.101,5
8.672,0.308,0.46,1.421,0.059,11.011,24.846,0.997,3.36,0.759,10.107,6
9.806,0.438,0.472,2.508,0.063,8.927,28.206,0.998,3.239,0.651,10.804,6
12.008,0.39,0.661,3.0,0.093,12.17,29.624,1.0,3.18,0.634,10.783,7
10.408,0.342,0.581,3.697,0.174,5.875,16.262,0.997,3.19,0.699,11.306,6
12.495,0.458,0.489,4.49,0.071,26.151,48.622,0.998,3.049,0.567,9.603,4
8.99,0.428,0.338,2.487,0.079,25.796,86.148,0.999,3.381,0.62,9.493,6
9.105,0.452,0.349,2.422,0.08,23.002,77.579,0.999,3.379,0.619,9.501,5
7.087,0.738,0.161,1.913,0.101,15.048,77.236,0.997,3.27,0.64,9.302,5
9.874,0.399,0.533,6.701,0.097,6.164,19.476,0.999,3.271,0.819,11.702,7
8.823,0.52,0.341,2.698,0.087,23.965,121.802,0.998,3.26,0.608,9.497,5
8.589,0.722,0.24,6.619,0.117,30.857,133.872,1.001,3.319,1.068,9.277,5
10.595,0.482,0.64,2.197,0.111,6.203,20.107,0.997,3.255,0.66,11.706,6
7.001,0.58,0.121,1.886,0.09,34.134,123.59,0.996,3.439,0.481,10.516,5
11.894,0.382,0.51,2.005,0.121,6.898,20.412,1.0,3.239,0.757,10.405,6
6.785,0.77,0.001,1.799,0.066,34.058,52.33,0.998,3.618,0.681,9.901,5
9.489,0.56,0.33,2.399,0.088,34.818,66.034,0.997,3.283,0.729,11.817,7
6.591,0.84,0.035,2.314,0.058,32.015,47.717,0.995,3.52,0.563,12.298,7
7.717,0.957,0.199,1.976,0.047,15.025,59.87,0.996,3.359,0.442,10.904,5
10.458,0.241,0.47,2.098,0.066,6.041,24.505,0.998,3.152,0.897,10.984,7
7.709,0.959,0.2,2.004,0.047,15.156,59.908,0.996,3.359,0.441,10.916,5
6.571,0.838,0.027,2.292,0.059,31.998,47.764,0.995,3.519,0.56,12.299,7
6.414,0.668,0.08,2.114,0.044,19.125,48.402,0.995,3.487,0.489,11.393,6
9.506,0.778,0.218,1.902,0.077,5.89,31.924,0.999,3.26,0.555,10.61,6
9.085,0.521,0.331,1.291,0.069,8.894,30.117,0.998,3.24,0.597,9.295,5
12.81,0.841,0.631,2.383,0.088,13.106,34.41,1.0,3.101,0.598,10.387,6
10.478,0.24,0.47,2.094,0.066,6.037,24.466,0.998,3.148,0.902,10.992,7
7.809,0.553,0.351,2.202,0.074,21.301,66.372,0.997,3.249,0.56,9.202,5
11.921,0.371,0.687,2.297,0.078,12.22,24.092,0.996,3.0,0.65,12.782,6
12.308,0.387,0.628,2.289,0.091,5.864,17.979,1.0,3.16,0.49,9.513,5
10.39,0.409,0.547,3.2,0.076,22.2,53.984,1.0,3.149,0.889,9.89,6
12.337,0.389,0.628,2.294,0.091,5.968,17.782,1.0,3.161,0.493,9.499,5
